age,annual_income,monthly_expenses,savings,existing_loan,loan_amount,credit_score,investment_experience,risk_tolerance,dependents,employment_type,emergency_fund_months,investment_goal,monthly_surplus,debt_to_income_ratio,recommendation
37,541195,20709,1872648,Yes,1787913,552,Beginner,High,1,Salaried,11,House,24390,3.3,Avoid Loan
48,341041,24286,744800,No,0,672,Beginner,High,4,Salaried,0,Education,4134,0.0,Save
49,1693831,57961,139391,Yes,1698871,642,Intermediate,Low,3,Salaried,3,Retirement,83191,1.0,Avoid Loan
30,2766915,132819,1497112,Yes,1597945,519,Beginner,Medium,0,Business,0,Retirement,97757,0.58,Avoid Loan
29,2987777,33913,1781672,Yes,1568286,780,Beginner,Medium,4,Self-Employed,10,Retirement,215068,0.52,Avoid Loan
27,425364,21590,1938561,No,0,885,Expert,Medium,2,Salaried,1,House,13857,0.0,Save
43,669189,42087,697150,Yes,250624,823,Intermediate,Medium,2,Business,3,Education,13678,0.37,Save
52,2682871,91189,908708,Yes,149490,604,Intermediate,Medium,5,Self-Employed,6,Retirement,132383,0.06,Save
32,2067452,115674,2159514,No,0,535,Intermediate,High,1,Salaried,2,Retirement,56613,0.0,Avoid Loan
29,577362,25764,1482422,Yes,983110,688,Beginner,High,5,Self-Employed,9,Wealth Creation,22349,1.7,Avoid Loan
57,960545,41631,1585780,Yes,1886252,505,Intermediate,High,0,Business,7,Retirement,38414,1.96,Avoid Loan
30,1713555,94265,2473967,Yes,1286473,474,Intermediate,Medium,4,Business,1,Education,48531,0.75,Avoid Loan
23,973555,47027,1304264,No,0,799,Intermediate,Medium,2,Business,4,Wealth Creation,34102,0.0,Save
48,540360,15268,1676057,Yes,1313147,585,Expert,Medium,0,Business,6,Education,29762,2.43,Avoid Loan
42,880038,48113,881674,No,0,793,Expert,Low,1,Self-Employed,1,Education,25223,0.0,Save
54,2198819,113939,870906,Yes,2081283,451,Beginner,High,2,Salaried,11,House,69295,0.95,Avoid Loan
22,1389872,54066,481047,No,0,762,Expert,High,4,Self-Employed,2,House,61756,0.0,Save
50,1076082,42719,806547,Yes,1401326,899,Expert,Low,0,Business,7,House,46954,1.3,Avoid Loan
26,2736305,147124,2083802,Yes,2196779,689,Beginner,Medium,3,Salaried,12,Wealth Creation,80901,0.8,Avoid Loan
31,1756707,43795,1171985,Yes,1798751,495,Beginner,Low,3,Salaried,1,Education,102597,1.02,Avoid Loan
45,2506271,35553,1861421,Yes,1714543,576,Beginner,Low,1,Self-Employed,2,Wealth Creation,173302,0.68,Avoid Loan
28,617624,34023,127244,Yes,2048734,678,Intermediate,High,2,Self-Employed,9,House,17445,3.32,Avoid Loan
27,1236952,43476,1360118,No,0,869,Expert,High,1,Self-Employed,7,Education,59603,0.0,Invest
43,361054,20898,1892492,No,0,363,Intermediate,Low,1,Salaried,11,House,9189,0.0,Avoid Loan
24,1216163,41275,1715468,Yes,1723473,455,Beginner,High,4,Business,8,House,60071,1.42,Avoid Loan
34,1342389,43279,219595,Yes,359866,535,Intermediate,High,2,Self-Employed,0,Wealth Creation,68586,0.27,Avoid Loan
21,1130538,45694,1118146,No,0,869,Beginner,Low,4,Business,12,Retirement,48517,0.0,Invest
53,451411,31785,1332009,Yes,2128178,900,Beginner,Medium,5,Self-Employed,0,House,5832,4.71,Avoid Loan
49,2828759,62182,630431,No,0,622,Expert,High,1,Self-Employed,9,Wealth Creation,173547,0.0,Save
52,2495528,181384,370621,No,0,706,Beginner,Medium,5,Salaried,6,Retirement,26576,0.0,Save
33,2607733,107454,1808931,Yes,254758,729,Intermediate,Low,4,Salaried,9,Education,109857,0.1,Invest
36,1792977,97493,1710792,No,0,668,Expert,Medium,3,Self-Employed,0,Education,51921,0.0,Save
43,2813391,200906,2334704,Yes,1560352,887,Beginner,Medium,2,Salaried,0,House,33543,0.55,Avoid Loan
21,1631912,78157,1106123,Yes,758514,741,Beginner,Medium,4,Salaried,1,House,57835,0.46,Avoid Loan
49,1114818,74744,2006499,No,0,419,Beginner,Medium,4,Self-Employed,12,Education,18157,0.0,Avoid Loan
59,538570,28346,2219796,Yes,1086814,445,Intermediate,High,3,Business,4,House,16534,2.02,Avoid Loan
58,557999,30008,1146040,Yes,987323,434,Intermediate,Medium,1,Salaried,9,Education,16491,1.77,Avoid Loan
47,2157004,127809,1230111,Yes,190236,712,Intermediate,Medium,1,Business,3,Wealth Creation,51941,0.09,Save
56,397334,25980,2335183,No,0,791,Intermediate,Medium,4,Business,11,Retirement,7131,0.0,Save
40,2808397,169693,1917954,No,0,430,Beginner,Low,5,Business,11,House,64340,0.0,Avoid Loan
50,1197470,59809,178715,No,0,892,Intermediate,Medium,3,Salaried,8,House,39980,0.0,Save
32,2179064,88061,1313260,No,0,400,Intermediate,Medium,0,Business,7,Wealth Creation,93527,0.0,Avoid Loan
43,2705004,16680,2372004,Yes,1857727,451,Beginner,Low,0,Salaried,2,Wealth Creation,208737,0.69,Avoid Loan
42,1136287,64333,1222615,No,0,786,Beginner,Medium,4,Business,4,Wealth Creation,30357,0.0,Save
57,2187132,30167,2018033,Yes,919766,373,Beginner,High,3,Business,0,Retirement,152094,0.42,Avoid Loan
56,1640027,42521,630981,Yes,377912,461,Expert,High,3,Self-Employed,3,Education,94147,0.23,Avoid Loan
59,1960149,140447,301392,Yes,341176,806,Expert,High,0,Business,6,Education,22898,0.17,Save
58,1055696,17153,1448744,Yes,1526429,436,Expert,Low,5,Self-Employed,12,Retirement,70821,1.45,Avoid Loan
50,1648140,81849,963530,Yes,2131957,370,Beginner,Medium,1,Self-Employed,9,Retirement,55496,1.29,Avoid Loan
58,621248,33360,2336168,No,0,674,Intermediate,Low,1,Self-Employed,0,Education,18410,0.0,Save
51,2590468,135886,1481289,Yes,1688614,795,Beginner,High,2,Self-Employed,12,House,79986,0.65,Avoid Loan
57,1661942,59434,375641,No,0,375,Beginner,Medium,5,Business,3,Wealth Creation,79061,0.0,Avoid Loan
24,2656457,53989,2307615,No,0,540,Expert,Medium,4,Self-Employed,0,House,167382,0.0,Avoid Loan
44,415956,17332,1659408,No,0,560,Expert,High,1,Self-Employed,6,House,17331,0.0,Avoid Loan
24,607877,16826,874742,No,0,752,Beginner,Medium,3,Business,7,House,33830,0.0,Invest
49,1183431,62064,1398132,No,0,760,Intermediate,Medium,4,Business,6,Wealth Creation,36555,0.0,Invest
55,2533648,154017,934375,No,0,806,Beginner,Low,3,Business,1,Education,57120,0.0,Save
23,1706183,53723,1706804,Yes,1342097,491,Beginner,Medium,5,Salaried,5,House,88458,0.79,Avoid Loan
34,2855407,34733,691940,No,0,719,Expert,Low,3,Business,5,House,203217,0.0,Save
24,1176320,45802,1987963,Yes,600512,564,Intermediate,Low,3,Business,0,House,52224,0.51,Avoid Loan
32,2914792,30577,63518,Yes,2298486,738,Beginner,Medium,5,Salaried,5,Retirement,212322,0.79,Avoid Loan
55,2960940,19634,2359384,No,0,731,Beginner,Medium,3,Self-Employed,12,Education,227111,0.0,Invest
39,2840775,148687,1557662,Yes,2013527,868,Intermediate,Medium,2,Business,12,House,88044,0.71,Avoid Loan
42,312263,17408,1723703,No,0,801,Beginner,High,4,Salaried,11,Retirement,8613,0.0,Save
32,2422884,180657,305759,No,0,778,Beginner,Medium,5,Self-Employed,5,Wealth Creation,21250,0.0,Save
60,261763,16248,852030,Yes,1448206,622,Intermediate,High,1,Self-Employed,8,Wealth Creation,5565,5.53,Avoid Loan
47,2502276,61616,1095132,Yes,122965,644,Beginner,Medium,5,Salaried,4,Education,146907,0.05,Save
22,1032952,31283,1453983,No,0,894,Intermediate,Medium,4,Salaried,11,Retirement,54796,0.0,Invest
36,1669870,17746,1157060,Yes,2284498,489,Intermediate,High,4,Business,12,House,121409,1.37,Avoid Loan
55,1754296,119867,2236108,Yes,1590073,494,Beginner,Low,2,Salaried,5,Education,26324,0.91,Avoid Loan
50,310661,15709,1643833,Yes,1072997,674,Beginner,Low,1,Salaried,3,Retirement,10179,3.45,Avoid Loan
27,2903788,157406,2495784,No,0,797,Beginner,Low,4,Salaried,12,Education,84576,0.0,Invest
22,1813314,93958,23787,Yes,150757,545,Beginner,Medium,2,Business,4,Wealth Creation,57151,0.08,Avoid Loan
31,1875052,101631,1162041,Yes,152470,818,Expert,Medium,4,Salaried,3,Retirement,54623,0.08,Save
23,862064,15284,2434905,Yes,882013,609,Intermediate,Medium,1,Self-Employed,12,Retirement,56554,1.02,Avoid Loan
60,1346549,17354,1638718,No,0,890,Beginner,Medium,0,Self-Employed,8,Education,94858,0.0,Invest
55,267913,18386,123194,Yes,645450,628,Expert,Low,3,Self-Employed,8,Education,3940,2.41,Avoid Loan
22,1838608,18494,895645,No,0,507,Expert,Low,4,Salaried,10,Wealth Creation,134723,0.0,Avoid Loan
24,2849081,79181,1775413,No,0,871,Beginner,Low,2,Self-Employed,9,Wealth Creation,158242,0.0,Invest
57,1108741,15637,2042071,No,0,780,Beginner,High,3,Business,4,Education,76758,0.0,Save
53,640455,43583,1342673,No,0,407,Beginner,High,5,Business,12,Wealth Creation,9788,0.0,Avoid Loan
45,2346672,106643,23053,Yes,254530,362,Intermediate,Low,0,Business,4,House,88913,0.11,Avoid Loan
28,1090349,52332,459383,Yes,1378183,684,Beginner,Medium,0,Self-Employed,6,Wealth Creation,38530,1.26,Avoid Loan
59,980137,42811,1077818,No,0,868,Intermediate,Medium,0,Self-Employed,3,House,38867,0.0,Save
28,2681730,170298,21232,Yes,757847,851,Expert,High,4,Salaried,2,Retirement,53179,0.28,Avoid Loan
38,1654018,54203,1304254,Yes,1119640,691,Expert,High,4,Business,1,Wealth Creation,83631,0.68,Avoid Loan
31,1485031,89883,1404713,No,0,888,Beginner,Low,3,Self-Employed,0,Retirement,33869,0.0,Save
36,834877,62115,1343485,Yes,2041380,894,Intermediate,High,3,Self-Employed,1,Retirement,7458,2.45,Avoid Loan
29,992171,48634,804147,Yes,1023446,860,Intermediate,Medium,2,Self-Employed,11,House,34046,1.03,Avoid Loan
27,1797814,18044,506688,Yes,2254411,364,Beginner,High,2,Salaried,10,Wealth Creation,131773,1.25,Avoid Loan
28,2995177,169566,1155761,No,0,899,Expert,Low,3,Business,6,Retirement,80032,0.0,Invest
23,1547690,92149,700626,No,0,879,Intermediate,Medium,1,Self-Employed,6,Education,36825,0.0,Invest
52,2178775,67601,297414,No,0,402,Beginner,Low,0,Salaried,2,Retirement,113963,0.0,Avoid Loan
41,2234394,138771,1773492,No,0,402,Intermediate,High,0,Self-Employed,0,Retirement,47428,0.0,Avoid Loan
40,2308062,155347,750537,Yes,2200891,825,Intermediate,High,1,Self-Employed,9,Wealth Creation,36991,0.95,Avoid Loan
53,740600,20638,2322137,No,0,397,Expert,High,5,Business,4,Retirement,41078,0.0,Avoid Loan
59,1586421,84509,2281006,Yes,2182505,678,Beginner,High,4,Business,10,Education,47692,1.38,Avoid Loan
58,1750510,61266,344686,No,0,469,Intermediate,Low,4,Business,2,Retirement,84609,0.0,Avoid Loan
56,428746,16099,1776546,No,0,461,Expert,Low,3,Self-Employed,11,Retirement,19629,0.0,Avoid Loan
32,2157758,159899,2437592,Yes,230418,371,Beginner,High,2,Salaried,8,House,19914,0.11,Avoid Loan
29,953099,54509,1709722,No,0,450,Expert,Low,3,Salaried,7,Retirement,24915,0.0,Avoid Loan
42,1205155,35327,148671,No,0,532,Beginner,Medium,5,Business,5,Education,65102,0.0,Avoid Loan
54,2238940,128871,2374168,No,0,784,Intermediate,Medium,1,Salaried,5,Retirement,57707,0.0,Save
30,2666103,153863,2185675,No,0,622,Beginner,Medium,2,Business,12,Retirement,68312,0.0,Save
56,2678856,34566,278195,Yes,439421,765,Beginner,Medium,1,Business,4,House,188672,0.16,Save
43,696164,19759,1532072,Yes,1010438,509,Beginner,Low,1,Business,11,Retirement,38254,1.45,Avoid Loan
43,1222286,62234,756143,Yes,860223,823,Intermediate,High,0,Self-Employed,8,House,39623,0.7,Avoid Loan
54,2311463,113471,2214726,No,0,875,Expert,Medium,1,Self-Employed,10,Retirement,79150,0.0,Invest
30,1873459,123057,2199919,Yes,766316,848,Beginner,High,5,Business,10,Wealth Creation,33064,0.41,Save
48,676132,28787,1829242,Yes,1046386,683,Intermediate,Medium,4,Self-Employed,0,Education,27557,1.55,Avoid Loan
48,537121,20328,2424089,Yes,2164163,848,Intermediate,Medium,4,Business,6,Education,24432,4.03,Avoid Loan
40,1770257,41299,286933,Yes,1813539,434,Beginner,High,5,Salaried,2,Education,106222,1.02,Avoid Loan
22,1124676,47162,1595566,Yes,928341,678,Expert,Low,4,Salaried,7,House,46561,0.83,Avoid Loan
35,2246778,114638,264292,Yes,331714,756,Beginner,Medium,3,Self-Employed,6,House,72593,0.15,Save
49,1127919,38221,1807345,No,0,537,Beginner,Medium,5,Salaried,1,Wealth Creation,55772,0.0,Avoid Loan
38,2341311,94792,1992317,Yes,540012,481,Expert,Low,0,Business,5,Retirement,100317,0.23,Avoid Loan
53,836276,53213,2106876,No,0,793,Intermediate,High,2,Business,9,Wealth Creation,16476,0.0,Save
47,1575390,80490,948027,No,0,564,Intermediate,Medium,0,Business,4,Education,50792,0.0,Avoid Loan
36,2136445,118252,858317,No,0,521,Beginner,Low,5,Business,0,House,59785,0.0,Avoid Loan
55,2256546,33593,1983248,Yes,987865,576,Beginner,Low,1,Business,6,House,154452,0.44,Avoid Loan
24,737096,19473,1034562,No,0,456,Expert,Low,1,Business,1,Retirement,41951,0.0,Avoid Loan
59,2123454,154784,1928138,Yes,1953667,486,Beginner,Medium,4,Business,5,House,22170,0.92,Avoid Loan
26,430554,28711,1317129,No,0,395,Expert,High,3,Self-Employed,5,Education,7168,0.0,Avoid Loan
46,2583115,146637,536311,No,0,489,Intermediate,Low,3,Business,7,Retirement,68622,0.0,Avoid Loan
50,2508242,109224,1704491,Yes,1584451,767,Expert,Low,2,Salaried,9,Retirement,99796,0.63,Avoid Loan
57,584580,21588,768058,No,0,442,Expert,Medium,1,Salaried,10,Wealth Creation,27127,0.0,Avoid Loan
43,356484,20975,2295868,Yes,258456,784,Intermediate,Medium,3,Business,6,Retirement,8732,0.73,Avoid Loan
47,1674603,56264,2368506,Yes,1302930,549,Expert,Low,5,Self-Employed,5,House,83286,0.78,Avoid Loan
49,2122193,128906,285164,No,0,507,Expert,Low,0,Salaried,8,Wealth Creation,47943,0.0,Avoid Loan
33,740147,38012,388999,No,0,849,Beginner,Low,5,Business,1,Wealth Creation,23666,0.0,Save
24,1188209,80448,2054151,No,0,597,Intermediate,Low,0,Self-Employed,8,Wealth Creation,18569,0.0,Avoid Loan
53,2599243,183650,1444525,Yes,1459902,739,Beginner,Medium,0,Salaried,6,Wealth Creation,32953,0.56,Avoid Loan
55,1743759,101508,28713,No,0,377,Expert,High,2,Business,10,Education,43805,0.0,Avoid Loan
51,1079572,25037,2326530,No,0,625,Expert,Medium,1,Salaried,6,Retirement,64927,0.0,Save
29,2487453,34223,145644,Yes,2205057,867,Intermediate,Medium,3,Self-Employed,5,House,173064,0.89,Avoid Loan
55,1136467,84144,665719,No,0,699,Beginner,High,0,Salaried,1,House,10561,0.0,Save
25,1312851,16706,590857,No,0,713,Beginner,High,0,Self-Employed,12,Retirement,92698,0.0,Save
33,516803,16838,1505312,No,0,378,Beginner,Low,3,Business,6,House,26228,0.0,Avoid Loan
27,541643,21758,638483,No,0,375,Beginner,Medium,2,Business,10,Retirement,23378,0.0,Avoid Loan
39,2973444,42887,447630,Yes,897841,486,Beginner,Medium,5,Business,2,Wealth Creation,204900,0.3,Avoid Loan
39,2844754,67734,1596942,No,0,440,Intermediate,Medium,3,Business,5,Retirement,169328,0.0,Avoid Loan
56,1600587,27835,1521905,No,0,397,Expert,Low,1,Salaried,3,House,105547,0.0,Avoid Loan
25,2583110,52678,2304860,Yes,1788410,805,Intermediate,Medium,4,Salaried,9,Wealth Creation,162581,0.69,Avoid Loan
41,1448546,50889,1346508,No,0,617,Expert,Medium,0,Salaried,9,House,69823,0.0,Save
41,2144804,74096,635216,Yes,1153782,867,Beginner,Low,1,Business,3,Education,104637,0.54,Avoid Loan
27,661025,41935,1862149,No,0,364,Intermediate,Low,3,Salaried,10,Wealth Creation,13150,0.0,Avoid Loan
45,534255,28613,2303140,Yes,2434406,369,Expert,Low,1,Self-Employed,6,Retirement,15908,4.56,Avoid Loan
27,626162,25729,323986,No,0,677,Beginner,High,0,Salaried,7,Education,26451,0.0,Save
24,732355,15666,1427150,No,0,770,Intermediate,Low,1,Business,8,Wealth Creation,45363,0.0,Invest
54,2109568,152283,1923681,No,0,483,Beginner,High,3,Salaried,9,Retirement,23514,0.0,Avoid Loan
50,2036088,127415,865900,Yes,1015718,658,Beginner,Medium,1,Self-Employed,0,Education,42259,0.5,Avoid Loan
40,1634126,39956,2466710,No,0,744,Expert,High,2,Business,6,Wealth Creation,96221,0.0,Invest
55,2911137,173175,814674,Yes,342758,541,Beginner,Medium,3,Self-Employed,5,Wealth Creation,69419,0.12,Avoid Loan
35,1346765,20807,287360,Yes,2161422,691,Intermediate,High,4,Business,8,House,91423,1.6,Avoid Loan
49,2739789,57637,1287080,No,0,719,Expert,Medium,4,Salaried,0,House,170678,0.0,Save
56,1781326,77455,2281189,Yes,1372006,396,Intermediate,Medium,2,Self-Employed,5,Education,70988,0.77,Avoid Loan
23,1027180,34203,668370,Yes,2326808,363,Expert,Low,0,Salaried,10,House,51395,2.27,Avoid Loan
59,2489290,102076,2425456,Yes,975077,512,Beginner,Medium,1,Self-Employed,7,Wealth Creation,105364,0.39,Avoid Loan
57,413406,15264,858835,No,0,536,Beginner,Medium,5,Self-Employed,9,Wealth Creation,19186,0.0,Avoid Loan
27,2555989,95997,1985456,No,0,507,Beginner,Medium,2,Self-Employed,9,House,117002,0.0,Avoid Loan
34,2743452,127943,287862,No,0,603,Beginner,Medium,2,Self-Employed,8,Wealth Creation,100678,0.0,Save
29,1485199,26612,111909,Yes,1265457,581,Beginner,Medium,5,Business,12,House,97154,0.85,Avoid Loan
26,947906,41989,472185,Yes,1190082,555,Beginner,Low,1,Self-Employed,11,Retirement,37003,1.26,Avoid Loan
42,2943525,64654,1671993,No,0,769,Beginner,Low,0,Salaried,8,Education,180639,0.0,Invest
39,1808314,20774,350400,Yes,2225603,890,Beginner,Medium,5,Self-Employed,5,Wealth Creation,129918,1.23,Avoid Loan
32,842663,51456,1116477,No,0,814,Beginner,High,5,Self-Employed,6,House,18765,0.0,Save
48,2007483,71757,2312958,Yes,1224773,477,Beginner,Medium,0,Self-Employed,2,Education,95533,0.61,Avoid Loan
39,2416081,52029,182651,Yes,2412151,779,Beginner,High,1,Self-Employed,12,Education,149311,1.0,Avoid Loan
60,1165901,54063,1739931,Yes,94234,754,Expert,High,0,Self-Employed,9,Retirement,43095,0.08,Invest
43,1076946,31306,161274,No,0,827,Expert,Low,1,Salaried,11,Wealth Creation,58439,0.0,Save
29,2160518,42151,988352,Yes,435242,528,Intermediate,High,4,Salaried,11,Education,137892,0.2,Avoid Loan
49,1950819,109488,29102,No,0,757,Expert,High,1,Business,11,Education,53080,0.0,Avoid Loan
27,1202164,68661,420597,No,0,826,Beginner,High,0,Business,10,Education,31519,0.0,Invest
57,915755,58231,70110,No,0,552,Intermediate,Low,1,Self-Employed,6,House,18081,0.0,Avoid Loan
43,964415,16134,1914988,Yes,771120,578,Intermediate,Medium,2,Business,8,House,64233,0.8,Avoid Loan
50,537325,26035,1877185,Yes,1952305,526,Intermediate,Low,4,Self-Employed,5,Education,18742,3.63,Avoid Loan
36,1721069,84087,1060643,Yes,1870748,443,Beginner,Medium,3,Salaried,8,Education,59335,1.09,Avoid Loan
52,2138218,24146,1457895,Yes,553809,821,Beginner,High,4,Self-Employed,1,House,154038,0.26,Save
25,2103815,106456,2036239,Yes,2193022,859,Beginner,Medium,2,Salaried,7,House,68861,1.04,Avoid Loan
39,452341,15087,2251256,No,0,833,Intermediate,Low,3,Salaried,2,Retirement,22608,0.0,Save
37,692523,33439,1284673,Yes,1792538,701,Intermediate,Medium,3,Salaried,11,House,24271,2.59,Avoid Loan
50,1938855,42557,917756,Yes,2281129,668,Intermediate,High,3,Business,5,Education,119014,1.18,Avoid Loan
39,1092361,57823,1125268,Yes,1602185,541,Beginner,Medium,2,Self-Employed,6,Wealth Creation,33207,1.47,Avoid Loan
58,2134153,42297,1705946,No,0,686,Beginner,Low,3,Salaried,2,Wealth Creation,135549,0.0,Save
21,2875657,207995,1121838,No,0,730,Beginner,Medium,1,Business,6,House,31643,0.0,Invest
46,2168390,40511,358647,Yes,1056297,626,Beginner,Low,5,Salaried,6,Education,140188,0.49,Avoid Loan
48,1957601,64031,1642821,No,0,641,Intermediate,Low,5,Self-Employed,8,Wealth Creation,99102,0.0,Save
50,1163934,51509,878187,No,0,793,Intermediate,Medium,1,Salaried,11,Wealth Creation,45485,0.0,Invest
52,2777008,163896,1018451,No,0,796,Beginner,Medium,1,Business,4,Retirement,67521,0.0,Save
43,2871205,74653,1196257,Yes,2293693,858,Beginner,Medium,5,Salaried,7,Wealth Creation,164614,0.8,Avoid Loan
57,1338839,28725,2101079,Yes,928014,462,Intermediate,Low,4,Self-Employed,3,Retirement,82844,0.69,Avoid Loan
47,1084595,36416,1588946,No,0,642,Beginner,Low,5,Self-Employed,0,Retirement,53966,0.0,Save
40,854304,51994,100872,Yes,2252594,387,Beginner,Medium,0,Business,1,Wealth Creation,19198,2.64,Avoid Loan
48,1254474,40744,968935,No,0,899,Beginner,High,5,Salaried,12,Wealth Creation,63795,0.0,Invest
56,922732,15355,653514,Yes,341312,545,Beginner,High,0,Salaried,0,Education,61539,0.37,Avoid Loan
33,828878,59895,1434606,No,0,373,Intermediate,High,4,Business,6,Retirement,9178,0.0,Avoid Loan
52,2399558,103171,863315,No,0,853,Beginner,Medium,0,Salaried,1,House,96792,0.0,Save
40,2762959,91007,1604803,No,0,690,Beginner,Low,4,Business,6,Education,139239,0.0,Save
57,2825149,178480,1350052,No,0,425,Beginner,High,2,Business,10,House,56949,0.0,Avoid Loan
48,2464571,105241,1249003,No,0,528,Expert,Low,0,Salaried,12,House,100139,0.0,Avoid Loan
44,2505910,150543,1034754,Yes,594980,565,Expert,Medium,3,Salaried,3,Retirement,58282,0.24,Avoid Loan
33,751045,24862,2414571,No,0,483,Beginner,Low,2,Business,2,Wealth Creation,37725,0.0,Avoid Loan
40,853097,35559,792331,Yes,185754,809,Intermediate,Medium,3,Business,3,Wealth Creation,35532,0.22,Save
25,1562685,36830,1493654,No,0,863,Intermediate,Medium,3,Salaried,10,House,93393,0.0,Invest
58,694226,16129,1299425,Yes,413324,561,Expert,High,2,Self-Employed,3,Wealth Creation,41723,0.6,Avoid Loan
30,2842099,128015,119951,No,0,850,Intermediate,Medium,3,Business,0,Education,108826,0.0,Save
40,1852748,62950,221843,No,0,522,Intermediate,Low,5,Business,11,Education,91445,0.0,Avoid Loan
50,2375016,102501,1225980,Yes,966151,350,Expert,Medium,0,Self-Employed,0,Retirement,95417,0.41,Avoid Loan
33,853776,41493,160618,Yes,2486475,724,Intermediate,Low,5,Self-Employed,9,Education,29655,2.91,Avoid Loan
34,568753,21653,983937,No,0,562,Beginner,High,3,Business,9,Wealth Creation,25743,0.0,Avoid Loan
43,2457180,102481,1476425,Yes,1464323,684,Expert,Low,0,Business,3,House,102284,0.6,Avoid Loan
51,2836485,56143,2109358,Yes,1424936,528,Intermediate,High,2,Business,4,Retirement,180230,0.5,Avoid Loan
24,2058621,41210,451362,Yes,562422,371,Expert,Low,1,Self-Employed,6,Wealth Creation,130341,0.27,Avoid Loan
48,624333,20560,2121357,No,0,651,Expert,Low,0,Salaried,8,Retirement,31467,0.0,Save
41,2040927,105948,327749,Yes,1544868,573,Beginner,Medium,1,Business,2,Retirement,64129,0.76,Avoid Loan
46,2952672,169991,1673823,Yes,1330900,483,Beginner,Medium,5,Self-Employed,11,House,76065,0.45,Avoid Loan
27,2995162,94531,447969,Yes,1515381,481,Beginner,Medium,3,Business,5,House,155065,0.51,Avoid Loan
42,875970,30402,1946777,No,0,372,Beginner,Low,1,Salaried,11,House,42595,0.0,Avoid Loan
53,1578989,112860,381951,Yes,2315757,791,Beginner,Low,4,Salaried,5,House,18722,1.47,Avoid Loan
28,1262325,42085,2176035,No,0,584,Beginner,Medium,1,Business,9,Wealth Creation,63108,0.0,Avoid Loan
28,2458879,127500,201466,Yes,2054435,532,Intermediate,Low,3,Business,7,House,77406,0.84,Avoid Loan
45,1288160,38666,1707050,Yes,426137,610,Expert,High,0,Self-Employed,2,Retirement,68680,0.33,Save
22,1618505,102655,1472914,No,0,664,Beginner,Medium,5,Self-Employed,8,Retirement,32220,0.0,Save
32,2786824,16651,869628,No,0,646,Beginner,Low,0,Business,8,House,215584,0.0,Save
60,1747427,88296,171194,No,0,362,Expert,Low,0,Salaried,10,Retirement,57322,0.0,Avoid Loan
56,725411,50380,1568614,Yes,229725,701,Intermediate,Medium,5,Self-Employed,8,Education,10070,0.32,Save
32,718375,29917,1126221,No,0,577,Intermediate,High,3,Salaried,0,Wealth Creation,29947,0.0,Avoid Loan
59,391872,21743,740310,No,0,804,Intermediate,High,0,Self-Employed,7,Education,10913,0.0,Save
55,2887571,93667,2285425,Yes,2087440,837,Expert,Medium,4,Business,11,Retirement,146963,0.72,Avoid Loan
28,1488819,31915,2397251,No,0,652,Intermediate,High,5,Business,1,Wealth Creation,92153,0.0,Save
59,943345,25610,630159,Yes,1374398,670,Intermediate,High,4,Business,6,House,53002,1.46,Avoid Loan
21,2075433,56102,120923,Yes,1323980,367,Beginner,Low,2,Salaried,5,House,116850,0.64,Avoid Loan
49,2386155,162228,716859,No,0,738,Expert,High,1,Salaried,12,House,36618,0.0,Invest
49,1101771,75324,1340185,No,0,658,Intermediate,High,0,Business,1,House,16490,0.0,Save
21,1042454,31265,1996045,No,0,757,Beginner,High,3,Self-Employed,9,Education,55606,0.0,Invest
52,2267286,53787,1634323,Yes,114208,398,Beginner,Medium,3,Salaried,9,Wealth Creation,135153,0.05,Avoid Loan
57,2332773,92223,1575096,Yes,854203,824,Beginner,Low,5,Business,8,Education,102174,0.37,Save
42,1411631,16236,529965,Yes,2230356,526,Expert,High,3,Salaried,11,Education,101399,1.58,Avoid Loan
42,1072169,71436,630445,Yes,1211032,605,Expert,Medium,0,Self-Employed,10,House,17911,1.13,Avoid Loan
59,1043350,70329,2139371,Yes,756115,505,Intermediate,Low,0,Salaried,6,Education,16616,0.72,Avoid Loan
48,369583,18135,1376810,No,0,431,Expert,High,1,Salaried,2,House,12663,0.0,Avoid Loan
34,2669005,168830,1573955,Yes,1246906,790,Beginner,Medium,3,Self-Employed,7,Wealth Creation,53587,0.47,Avoid Loan
22,957861,28228,1735601,No,0,631,Beginner,High,2,Self-Employed,5,Wealth Creation,51593,0.0,Save
25,1880500,39763,762350,No,0,470,Beginner,Medium,3,Salaried,1,House,116945,0.0,Avoid Loan
44,1816185,69742,2260995,No,0,830,Beginner,Medium,2,Business,2,Education,81606,0.0,Save
35,2674044,65269,1517679,Yes,446201,552,Intermediate,Low,0,Self-Employed,10,Wealth Creation,157568,0.17,Avoid Loan
30,1257526,88150,1598290,Yes,1089368,450,Expert,Medium,0,Salaried,3,House,16643,0.87,Avoid Loan
54,1251935,93584,517078,No,0,877,Beginner,Medium,2,Self-Employed,9,House,10743,0.0,Save
32,1362204,81517,275816,No,0,711,Beginner,High,1,Self-Employed,2,Wealth Creation,32000,0.0,Save
57,730353,25508,1111555,Yes,1181856,666,Beginner,Low,3,Salaried,9,Retirement,35354,1.62,Avoid Loan
23,1063526,30094,2469685,No,0,428,Beginner,High,3,Self-Employed,1,House,58533,0.0,Avoid Loan
46,364385,22746,849932,Yes,1789001,862,Intermediate,Medium,2,Business,5,Education,7619,4.91,Avoid Loan
